"ScriptName"	"ID"	"Noun"	"Region"	"Condition"	"predictability_weight"	"deletion_rate"	"Surprisal"	"ThatFraction"
"23"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"complaint"	"V1_0"	"NoSC"	0	0.4	1.1462607383728	0.0104166666666667
"24"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"complaint"	"V1_0"	"SC"	0	0.4	5.27023601531982	0.756944444444444
"25"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"concern"	"V1_0"	"NoSC"	0	0.4	2.58778429031372	0
"26"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"concern"	"V1_0"	"SC"	0	0.4	5.75042915344238	1
"27"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"conclusion"	"V1_0"	"NoSC"	0	0.4	2.95058631896973	0.00347222222222222
"28"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"conclusion"	"V1_0"	"SC"	0	0.4	6.26265430450439	0.836805555555556
"29"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"confirmation"	"V1_0"	"NoSC"	0	0.4	2.9583625793457	0.00347222222222222
"30"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"confirmation"	"V1_0"	"SC"	0	0.4	7.12636566162109	0.767361111111111
"31"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"conjecture"	"V1_0"	"NoSC"	0	0.4	2.65504336357117	0.0138888888888889
"32"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"conjecture"	"V1_0"	"SC"	0	0.4	7.60606527328491	0.604166666666667
"33"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"contention"	"V1_0"	"NoSC"	0	0.4	3.20572805404663	0.260416666666667
"34"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"contention"	"V1_0"	"SC"	0	0.4	7.62917613983154	0.78125
"35"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"conviction"	"V1_0"	"NoSC"	0	0.4	1.46221017837524	0.00347222222222222
"36"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"conviction"	"V1_0"	"SC"	0	0.4	5.5550799369812	0.916666666666667
"37"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"declaration"	"V1_0"	"NoSC"	0	0.4	1.79778468608856	0.00347222222222222
"38"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"declaration"	"V1_0"	"SC"	0	0.4	6.12864637374878	0.840277777777778
"39"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"disclosure"	"V1_0"	"NoSC"	0	0.4	2.32170104980469	0
"40"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"disclosure"	"V1_0"	"SC"	0	0.4	6.74725914001465	0.833333333333333
"41"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"evidence"	"V1_0"	"NoSC"	0	0.4	3.40456914901733	0.0138888888888889
"42"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"evidence"	"V1_0"	"SC"	0	0.4	5.81807327270508	1
"43"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"fact"	"V1_0"	"NoSC"	0	0.4	6.71595478057861	0.357638888888889
"44"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"fact"	"V1_0"	"SC"	0	0.4	5.06340360641479	0.864583333333333
"45"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"feeling"	"V1_0"	"NoSC"	0	0.4	4.38500928878784	0.100694444444444
"46"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"feeling"	"V1_0"	"SC"	0	0.4	8.34171581268311	0.90625
"47"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"finding"	"V1_0"	"NoSC"	0	0.4	6.33557415008545	0.0347222222222222
"48"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"finding"	"V1_0"	"SC"	0	0.4	7.42242050170898	0.864583333333333
"49"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"guess"	"V1_0"	"NoSC"	0	0.4	4.88636445999146	0.0208333333333333
"50"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"guess"	"V1_0"	"SC"	0	0.4	8.22495555877686	0.763888888888889
"51"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"idea"	"V1_0"	"NoSC"	0	0.4	1.8735259771347	0.0243055555555556
"52"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"idea"	"V1_0"	"SC"	0	0.4	5.33636617660522	0.701388888888889
"53"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"impression"	"V1_0"	"NoSC"	0	0.4	3.05282473564148	0.125
"54"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"impression"	"V1_0"	"SC"	0	0.4	5.12070560455322	0.822916666666667
"55"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"indication"	"V1_0"	"NoSC"	0	0.4	3.33163523674011	0.0208333333333333
"56"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"indication"	"V1_0"	"SC"	0	0.4	5.71982860565186	0.847222222222222
"57"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"information"	"V1_0"	"NoSC"	0	0.4	4.08037853240967	0.0138888888888889
"58"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"information"	"V1_0"	"SC"	0	0.4	5.07314920425415	0.916666666666667
"59"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"insinuation"	"V1_0"	"NoSC"	0	0.4	4.61842393875122	0
"60"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"insinuation"	"V1_0"	"SC"	0	0.4	8.95219326019287	0
"61"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"intuition"	"V1_0"	"NoSC"	0	0.4	3.04258108139038	0.00347222222222222
"62"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"intuition"	"V1_0"	"SC"	0	0.4	7.58334159851074	0.680555555555556
"63"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"message"	"V1_0"	"NoSC"	0	0.4	1.90774130821228	0.00347222222222222
"64"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"message"	"V1_0"	"SC"	0	0.4	4.16141223907471	0.920138888888889
"65"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"myth"	"V1_0"	"NoSC"	0	0.4	3.04059767723083	0.03125
"66"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"myth"	"V1_0"	"SC"	0	0.4	6.69870948791504	0.760416666666667
"67"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"news"	"V1_0"	"NoSC"	0	0.4	3.77131986618042	0.00694444444444444
"68"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"news"	"V1_0"	"SC"	0	0.4	6.89081573486328	0.920138888888889
"69"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"notion"	"V1_0"	"NoSC"	0	0.4	3.56957411766052	0.03125
"70"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"notion"	"V1_0"	"SC"	0	0.4	4.75430011749268	0.847222222222222
"71"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"observation"	"V1_0"	"NoSC"	0	0.4	3.4017162322998	0.159722222222222
"72"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"observation"	"V1_0"	"SC"	0	0.4	6.48025417327881	0.923611111111111
"73"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"opinion"	"V1_0"	"NoSC"	0	0.4	2.87122130393982	0.0520833333333333
"74"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"opinion"	"V1_0"	"SC"	0	0.4	5.41231298446655	1
"75"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"perception"	"V1_0"	"NoSC"	0	0.4	3.85329961776733	0.0138888888888889
"76"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"perception"	"V1_0"	"SC"	0	0.4	5.05600357055664	0.84375
"77"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"prediction"	"V1_0"	"NoSC"	0	0.4	3.00685262680054	0.00347222222222222
"78"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"prediction"	"V1_0"	"SC"	0	0.4	5.63847494125366	0.6875
"79"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"presumption"	"V1_0"	"NoSC"	0	0.4	2.85151147842407	0.0625
"80"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"presumption"	"V1_0"	"SC"	0	0.4	4.90807723999023	0.815972222222222
"81"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"proof"	"V1_0"	"NoSC"	0	0.4	3.46342182159424	0.0208333333333333
"82"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"proof"	"V1_0"	"SC"	0	0.4	6.82002544403076	0.850694444444444
"83"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"realization"	"V1_0"	"NoSC"	0	0.4	2.92742586135864	0.0659722222222222
"84"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"realization"	"V1_0"	"SC"	0	0.4	5.58594512939453	0.944444444444444
"85"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"recognition"	"V1_0"	"NoSC"	0	0.4	6.64711761474609	0
"86"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"recognition"	"V1_0"	"SC"	0	0.4	8.84359931945801	0.833333333333333
"87"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"remark"	"V1_0"	"NoSC"	0	0.4	2.8642053604126	0.0347222222222222
"88"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"remark"	"V1_0"	"SC"	0	0.4	8.162353515625	0.934027777777778
"89"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"reminder"	"V1_0"	"NoSC"	0	0.4	4.43728160858154	0.03125
"90"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"reminder"	"V1_0"	"SC"	0	0.4	6.93611335754395	0.739583333333333
"91"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"report"	"V1_0"	"NoSC"	0	0.4	3.26570606231689	0.00347222222222222
"92"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"report"	"V1_0"	"SC"	0	0.4	8.30299091339111	0.847222222222222
"93"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"revelation"	"V1_0"	"NoSC"	0	0.4	3.38979148864746	0.0659722222222222
"94"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"revelation"	"V1_0"	"SC"	0	0.4	6.17943859100342	0.829861111111111
"95"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"rumor"	"V1_0"	"NoSC"	0	0.4	1.84583735466003	0.0590277777777778
"96"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"rumor"	"V1_0"	"SC"	0	0.4	7.6170973777771	0.868055555555556
"97"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"sense"	"V1_0"	"NoSC"	0	0.4	6.02766227722168	0.0347222222222222
"98"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"sense"	"V1_0"	"SC"	0	0.4	6.82088994979858	0.704861111111111
"99"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"speculation"	"V1_0"	"NoSC"	0	0.4	3.42811107635498	0.0277777777777778
"100"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"speculation"	"V1_0"	"SC"	0	0.4	8.34413242340088	0.847222222222222
"101"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"statement"	"V1_0"	"NoSC"	0	0.4	2.20944857597351	0.0243055555555556
"102"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"statement"	"V1_0"	"SC"	0	0.4	6.02132558822632	0.753472222222222
"103"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"story"	"V1_0"	"NoSC"	0	0.4	2.08187246322632	0
"104"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"story"	"V1_0"	"SC"	0	0.4	3.60037875175476	0.920138888888889
"105"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"suggestion"	"V1_0"	"NoSC"	0	0.4	1.58803296089172	0.0694444444444444
"106"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"suggestion"	"V1_0"	"SC"	0	0.4	6.19322967529297	0.888888888888889
"107"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"suspicion"	"V1_0"	"NoSC"	0	0.4	3.64308023452759	0.0763888888888889
"108"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"suspicion"	"V1_0"	"SC"	0	0.4	8.14908504486084	0.923611111111111
"109"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"thought"	"V1_0"	"NoSC"	0	0.4	4.42095899581909	0.159722222222222
"110"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"thought"	"V1_0"	"SC"	0	0.4	8.81357002258301	1
"111"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"truth"	"V1_0"	"NoSC"	0	0.4	2.44893741607666	0
"112"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"truth"	"V1_0"	"SC"	0	0.4	5.32278060913086	0.833333333333333
"113"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"understanding"	"V1_0"	"NoSC"	0	0.4	6.10768222808838	0.0243055555555556
"114"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"understanding"	"V1_0"	"SC"	0	0.4	7.79299163818359	0.600694444444444
"115"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"view"	"V1_0"	"NoSC"	0	0.4	5.82173824310303	0.0625
"116"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM"	752893542	"view"	"V1_0"	"SC"	0	0.4	5.57322645187378	0.875
"117"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"accusation"	"V1_0"	"NoSC"	0	0.5	6.92685508728027	0.0486111111111111
"118"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"accusation"	"V1_0"	"SC"	0	0.5	8.89450836181641	0.697916666666667
"119"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"admission"	"V1_0"	"NoSC"	0	0.5	5.63629674911499	0.00694444444444444
"120"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"admission"	"V1_0"	"SC"	0	0.5	9.05736541748047	0.381944444444444
"121"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"allegation"	"V1_0"	"NoSC"	0	0.5	4.39926052093506	0.0659722222222222
"122"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"allegation"	"V1_0"	"SC"	0	0.5	8.12290382385254	0.434027777777778
"123"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"announcement"	"V1_0"	"NoSC"	0	0.5	5.56154727935791	0.0104166666666667
"124"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"announcement"	"V1_0"	"SC"	0	0.5	8.59623050689697	0.423611111111111
"125"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assertion"	"V1_0"	"NoSC"	0	0.5	5.34846305847168	0.121527777777778
"126"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assertion"	"V1_0"	"SC"	0	0.5	8.43949604034424	0.628472222222222
"127"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assessment"	"V1_0"	"NoSC"	0	0.5	6.73585510253906	0
"128"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assessment"	"V1_0"	"SC"	0	0.5	8.20822525024414	0.503472222222222
"129"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assumption"	"V1_0"	"NoSC"	0	0.5	7.54709005355835	0.100694444444444
"130"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assumption"	"V1_0"	"SC"	0	0.5	8.44236755371094	0.496527777777778
"131"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assurance"	"V1_0"	"NoSC"	0	0.5	6.3504958152771	0.0798611111111111
"132"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"assurance"	"V1_0"	"SC"	0	0.5	8.99288654327393	0.447916666666667
"133"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"belief"	"V1_0"	"NoSC"	0	0.5	6.65186023712158	0.0833333333333333
"134"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"belief"	"V1_0"	"SC"	0	0.5	7.51891469955444	0.631944444444444
"135"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"certainty"	"V1_0"	"NoSC"	0	0.5	7.91768932342529	0.0138888888888889
"136"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"certainty"	"V1_0"	"SC"	0	0.5	9.48478126525879	0.489583333333333
"137"	"char-lm-ud-stationary_12_SuperLong_WithAutoencoder_WithEx_Samples_Short_Combination_NoLM_NoPos"	126165081	"claim"	"V1_0"	"NoSC"	0	0.5	7.83424949645996	0.163194444444444
